price,rating,state,month,weekend
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
81.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
48.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
81.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
87.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
56.0,5.1,Tennessee,January,0
44.0,6.5,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
81.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
48.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
81.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
87.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
56.0,5.1,Tennessee,January,0
44.0,6.5,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
81.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
48.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
81.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
87.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
56.0,5.1,Tennessee,January,0
44.0,6.5,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
81.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
48.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
81.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
87.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
56.0,5.1,Tennessee,January,0
44.0,6.5,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
84.0,8.2,Tennessee,January,0
93.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
92.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
85.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
84.0,8.2,Tennessee,January,0
93.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
92.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
85.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
84.0,8.2,Tennessee,January,0
93.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
92.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
85.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
110.0,7.9,Tennessee,January,0
82.0,8.7,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
84.0,8.2,Tennessee,January,0
93.0,7.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
100.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
92.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
85.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
69.0,7.7,Nebraska,January,0
85.0,9.2,Nebraska,January,0
84.0,8.1,Nebraska,January,0
73.0,7.5,Nebraska,January,0
97.0,8.9,Nebraska,January,0
63.0,8.0,Nebraska,January,0
69.0,8.5,Nebraska,January,0
54.0,7.4,Nebraska,January,0
145.0,8.3,Nebraska,January,0
107.0,8.2,Nebraska,January,0
119.0,7.8,Nebraska,January,0
94.0,8.8,Nebraska,January,0
44.0,6.6,Nebraska,January,0
78.0,7.6,Nebraska,January,0
81.0,9.0,Nebraska,January,0
133.0,8.4,Nebraska,January,0
92.0,8.3,Nebraska,January,0
81.0,7.9,Nebraska,January,0
86.0,8.8,Nebraska,January,0
76.0,8.0,Nebraska,January,0
110.0,8.6,Nebraska,January,0
125.0,8.8,Nebraska,January,0
99.0,8.1,Nebraska,January,0
117.0,8.1,Nebraska,January,0
89.0,8.6,Nebraska,January,0
69.0,7.7,Nebraska,January,0
85.0,9.2,Nebraska,January,0
84.0,8.1,Nebraska,January,0
73.0,7.5,Nebraska,January,0
97.0,8.9,Nebraska,January,0
63.0,8.0,Nebraska,January,0
69.0,8.5,Nebraska,January,0
54.0,7.4,Nebraska,January,0
145.0,8.3,Nebraska,January,0
107.0,8.2,Nebraska,January,0
119.0,7.8,Nebraska,January,0
94.0,8.8,Nebraska,January,0
44.0,6.6,Nebraska,January,0
78.0,7.6,Nebraska,January,0
81.0,9.0,Nebraska,January,0
133.0,8.4,Nebraska,January,0
92.0,8.3,Nebraska,January,0
81.0,7.9,Nebraska,January,0
86.0,8.8,Nebraska,January,0
76.0,8.0,Nebraska,January,0
110.0,8.6,Nebraska,January,0
125.0,8.8,Nebraska,January,0
99.0,8.1,Nebraska,January,0
117.0,8.1,Nebraska,January,0
89.0,8.6,Nebraska,January,0
69.0,7.7,Nebraska,January,0
85.0,9.2,Nebraska,January,0
84.0,8.1,Nebraska,January,0
73.0,7.5,Nebraska,January,0
97.0,8.9,Nebraska,January,0
63.0,8.0,Nebraska,January,0
69.0,8.5,Nebraska,January,0
54.0,7.4,Nebraska,January,0
145.0,8.3,Nebraska,January,0
107.0,8.2,Nebraska,January,0
119.0,7.8,Nebraska,January,0
94.0,8.8,Nebraska,January,0
44.0,6.6,Nebraska,January,0
78.0,7.6,Nebraska,January,0
81.0,9.0,Nebraska,January,0
133.0,8.4,Nebraska,January,0
92.0,8.3,Nebraska,January,0
81.0,7.9,Nebraska,January,0
86.0,8.8,Nebraska,January,0
76.0,8.0,Nebraska,January,0
110.0,8.6,Nebraska,January,0
125.0,8.8,Nebraska,January,0
99.0,8.1,Nebraska,January,0
117.0,8.1,Nebraska,January,0
89.0,8.6,Nebraska,January,0
69.0,7.7,Nebraska,January,0
85.0,9.2,Nebraska,January,0
84.0,8.1,Nebraska,January,0
73.0,7.5,Nebraska,January,0
97.0,8.9,Nebraska,January,0
63.0,8.0,Nebraska,January,0
69.0,8.5,Nebraska,January,0
54.0,7.4,Nebraska,January,0
145.0,8.3,Nebraska,January,0
107.0,8.2,Nebraska,January,0
119.0,7.8,Nebraska,January,0
94.0,8.8,Nebraska,January,0
44.0,6.6,Nebraska,January,0
78.0,7.6,Nebraska,January,0
81.0,9.0,Nebraska,January,0
133.0,8.4,Nebraska,January,0
92.0,8.3,Nebraska,January,0
81.0,7.9,Nebraska,January,0
86.0,8.8,Nebraska,January,0
76.0,8.0,Nebraska,January,0
110.0,8.6,Nebraska,January,0
125.0,8.8,Nebraska,January,0
99.0,8.1,Nebraska,January,0
117.0,8.1,Nebraska,January,0
89.0,8.6,Nebraska,January,0
128.0,8.4,Pennsylvania,January,1
151.0,8.2,Pennsylvania,January,1
274.0,9.0,Pennsylvania,January,1
142.0,8.2,Pennsylvania,January,1
331.0,8.3,Pennsylvania,January,1
87.0,8.3,Pennsylvania,January,1
61.0,8.2,Pennsylvania,January,1
157.0,8.5,Pennsylvania,January,1
111.0,8.1,Pennsylvania,January,1
80.0,9.1,Pennsylvania,January,1
87.0,8.7,Pennsylvania,January,1
114.0,8.5,Pennsylvania,January,1
115.0,8.7,Pennsylvania,January,1
136.0,8.4,Pennsylvania,January,1
101.0,8.5,Pennsylvania,January,1
331.0,7.9,Pennsylvania,January,1
89.0,7.9,Pennsylvania,January,1
117.0,7.4,Pennsylvania,January,1
73.0,8.6,Pennsylvania,January,1
91.0,8.4,Pennsylvania,January,1
101.0,8.1,Pennsylvania,January,1
155.0,9.3,Pennsylvania,January,1
208.0,8.7,Pennsylvania,January,1
96.0,8.4,Pennsylvania,January,1
70.0,7.9,Pennsylvania,January,1
73.0,7.2,Pennsylvania,January,1
128.0,8.4,Pennsylvania,January,1
151.0,8.2,Pennsylvania,January,1
274.0,9.0,Pennsylvania,January,1
142.0,8.2,Pennsylvania,January,1
331.0,8.3,Pennsylvania,January,1
87.0,8.3,Pennsylvania,January,1
61.0,8.2,Pennsylvania,January,1
157.0,8.5,Pennsylvania,January,1
111.0,8.1,Pennsylvania,January,1
80.0,9.1,Pennsylvania,January,1
87.0,8.7,Pennsylvania,January,1
114.0,8.5,Pennsylvania,January,1
115.0,8.7,Pennsylvania,January,1
136.0,8.4,Pennsylvania,January,1
101.0,8.5,Pennsylvania,January,1
331.0,7.9,Pennsylvania,January,1
89.0,7.9,Pennsylvania,January,1
117.0,7.4,Pennsylvania,January,1
73.0,8.6,Pennsylvania,January,1
91.0,8.4,Pennsylvania,January,1
101.0,8.1,Pennsylvania,January,1
155.0,9.3,Pennsylvania,January,1
208.0,8.7,Pennsylvania,January,1
96.0,8.4,Pennsylvania,January,1
70.0,7.9,Pennsylvania,January,1
73.0,7.2,Pennsylvania,January,1
128.0,8.4,Pennsylvania,January,1
151.0,8.2,Pennsylvania,January,1
274.0,9.0,Pennsylvania,January,1
142.0,8.2,Pennsylvania,January,1
331.0,8.3,Pennsylvania,January,1
87.0,8.3,Pennsylvania,January,1
61.0,8.2,Pennsylvania,January,1
157.0,8.5,Pennsylvania,January,1
111.0,8.1,Pennsylvania,January,1
80.0,9.1,Pennsylvania,January,1
87.0,8.7,Pennsylvania,January,1
114.0,8.5,Pennsylvania,January,1
115.0,8.7,Pennsylvania,January,1
136.0,8.4,Pennsylvania,January,1
101.0,8.5,Pennsylvania,January,1
331.0,7.9,Pennsylvania,January,1
89.0,7.9,Pennsylvania,January,1
117.0,7.4,Pennsylvania,January,1
73.0,8.6,Pennsylvania,January,1
91.0,8.4,Pennsylvania,January,1
101.0,8.1,Pennsylvania,January,1
155.0,9.3,Pennsylvania,January,1
208.0,8.7,Pennsylvania,January,1
96.0,8.4,Pennsylvania,January,1
70.0,7.9,Pennsylvania,January,1
73.0,7.2,Pennsylvania,January,1
139.0,7.6,Pennsylvania,January,1
91.0,8.0,Pennsylvania,January,1
86.0,8.1,Pennsylvania,January,1
105.0,8.1,Pennsylvania,January,1
164.0,8.3,Pennsylvania,January,1
73.0,7.6,Pennsylvania,January,1
64.0,7.1,Pennsylvania,January,1
196.0,8.4,Pennsylvania,January,1
121.0,8.1,Pennsylvania,January,1
109.0,8.1,Pennsylvania,January,1
96.0,8.1,Pennsylvania,January,1
79.0,8.4,Pennsylvania,January,1
117.0,8.4,Pennsylvania,January,1
118.0,7.8,Pennsylvania,January,1
150.0,8.1,Pennsylvania,January,1
98.0,8.4,Pennsylvania,January,1
94.0,8.5,Pennsylvania,January,1
171.0,9.0,Pennsylvania,January,1
75.0,8.3,Pennsylvania,January,1
90.0,6.9,Pennsylvania,January,1
113.0,9.2,Pennsylvania,January,1
81.0,7.6,Pennsylvania,January,1
128.0,8.9,Pennsylvania,January,1
134.0,8.6,Pennsylvania,January,1
66.0,7.5,Pennsylvania,January,1
65.0,8.0,Pennsylvania,January,1
123.0,8.3,Pennsylvania,January,1
99.0,7.6,Pennsylvania,January,1
123.0,8.2,Pennsylvania,January,1
79.0,7.3,Pennsylvania,January,1
145.0,9.1,Pennsylvania,January,1
115.0,8.1,Pennsylvania,January,1
97.0,8.0,Pennsylvania,January,1
75.0,8.0,Pennsylvania,January,1
84.0,7.5,Pennsylvania,January,1
144.0,9.2,Pennsylvania,January,1
65.0,7.2,Pennsylvania,January,1
90.0,9.1,Pennsylvania,January,1
95.0,8.8,Pennsylvania,January,1
137.0,8.7,Pennsylvania,January,1
101.0,8.1,Pennsylvania,January,1
80.0,7.2,Pennsylvania,January,1
119.0,9.3,Pennsylvania,January,1
91.0,8.3,Pennsylvania,January,1
179.0,8.8,Pennsylvania,January,1
108.0,8.7,Pennsylvania,January,1
68.0,8.3,Pennsylvania,January,1
75.0,7.5,Pennsylvania,January,1
120.0,8.1,Pennsylvania,January,1
69.0,7.5,Pennsylvania,January,1
156.0,8.7,Indiana,January,1
99.0,8.5,Indiana,January,1
76.0,8.0,Indiana,January,1
172.0,9.2,Indiana,January,1
75.0,7.0,Indiana,January,1
180.0,8.9,Indiana,January,1
109.0,8.8,Indiana,January,1
89.0,8.7,Indiana,January,1
67.0,8.7,Indiana,January,1
147.0,9.0,Indiana,January,1
104.0,7.9,Indiana,January,1
76.0,8.6,Indiana,January,1
165.0,9.0,Indiana,January,1
102.0,8.8,Indiana,January,1
172.0,9.0,Indiana,January,1
97.0,9.3,Indiana,January,1
112.0,8.1,Indiana,January,1
99.0,8.6,Indiana,January,1
98.0,8.5,Indiana,January,1
241.0,9.6,Indiana,January,1
139.0,9.2,Indiana,January,1
96.0,9.1,Indiana,January,1
286.0,9.2,Indiana,January,1
113.0,8.3,Indiana,January,1
159.0,8.8,Indiana,January,1
97.0,7.1,Indiana,January,1
156.0,8.7,Indiana,January,1
99.0,8.5,Indiana,January,1
76.0,8.0,Indiana,January,1
172.0,9.2,Indiana,January,1
75.0,7.0,Indiana,January,1
180.0,8.9,Indiana,January,1
109.0,8.8,Indiana,January,1
89.0,8.7,Indiana,January,1
67.0,8.7,Indiana,January,1
147.0,9.0,Indiana,January,1
104.0,7.9,Indiana,January,1
76.0,8.6,Indiana,January,1
165.0,9.0,Indiana,January,1
102.0,8.8,Indiana,January,1
172.0,9.0,Indiana,January,1
97.0,9.3,Indiana,January,1
112.0,8.1,Indiana,January,1
99.0,8.6,Indiana,January,1
98.0,8.5,Indiana,January,1
241.0,9.6,Indiana,January,1
139.0,9.2,Indiana,January,1
96.0,9.1,Indiana,January,1
286.0,9.2,Indiana,January,1
113.0,8.3,Indiana,January,1
159.0,8.8,Indiana,January,1
97.0,7.1,Indiana,January,1
156.0,8.7,Indiana,January,1
99.0,8.5,Indiana,January,1
76.0,8.0,Indiana,January,1
172.0,9.2,Indiana,January,1
75.0,7.0,Indiana,January,1
180.0,8.9,Indiana,January,1
109.0,8.8,Indiana,January,1
89.0,8.7,Indiana,January,1
67.0,8.7,Indiana,January,1
147.0,9.0,Indiana,January,1
104.0,7.9,Indiana,January,1
76.0,8.6,Indiana,January,1
165.0,9.0,Indiana,January,1
102.0,8.8,Indiana,January,1
172.0,9.0,Indiana,January,1
97.0,9.3,Indiana,January,1
112.0,8.1,Indiana,January,1
99.0,8.6,Indiana,January,1
98.0,8.5,Indiana,January,1
241.0,9.6,Indiana,January,1
139.0,9.2,Indiana,January,1
96.0,9.1,Indiana,January,1
286.0,9.2,Indiana,January,1
113.0,8.3,Indiana,January,1
159.0,8.8,Indiana,January,1
97.0,7.1,Indiana,January,1
156.0,8.7,Indiana,January,1
99.0,8.5,Indiana,January,1
76.0,8.0,Indiana,January,1
172.0,9.2,Indiana,January,1
75.0,7.0,Indiana,January,1
180.0,8.9,Indiana,January,1
109.0,8.8,Indiana,January,1
89.0,8.7,Indiana,January,1
67.0,8.7,Indiana,January,1
147.0,9.0,Indiana,January,1
104.0,7.9,Indiana,January,1
76.0,8.6,Indiana,January,1
165.0,9.0,Indiana,January,1
102.0,8.8,Indiana,January,1
172.0,9.0,Indiana,January,1
97.0,9.3,Indiana,January,1
112.0,8.1,Indiana,January,1
99.0,8.6,Indiana,January,1
98.0,8.5,Indiana,January,1
241.0,9.6,Indiana,January,1
139.0,9.2,Indiana,January,1
96.0,9.1,Indiana,January,1
286.0,9.2,Indiana,January,1
113.0,8.3,Indiana,January,1
159.0,8.8,Indiana,January,1
97.0,7.1,Indiana,January,1
98.0,7.8,WestVirginia,December,1
75.0,9.1,WestVirginia,December,1
102.0,7.9,WestVirginia,December,1
158.0,8.4,WestVirginia,December,1
89.0,8.1,WestVirginia,December,1
118.0,8.8,WestVirginia,December,1
102.0,8.7,WestVirginia,December,1
70.0,8.2,WestVirginia,December,1
79.0,7.8,WestVirginia,December,1
186.0,7.9,WestVirginia,December,1
99.0,7.1,WestVirginia,December,1
92.0,8.8,WestVirginia,December,1
75.0,8.4,WestVirginia,December,1
151.0,8.5,WestVirginia,December,1
133.0,9.5,WestVirginia,December,1
236.0,8.4,WestVirginia,December,1
137.0,8.3,WestVirginia,December,1
113.0,8.5,WestVirginia,December,1
164.0,9.1,WestVirginia,December,1
93.0,8.8,WestVirginia,December,1
151.0,8.2,WestVirginia,December,1
93.0,8.1,WestVirginia,December,1
112.0,8.2,WestVirginia,December,1
116.0,8.4,WestVirginia,December,1
103.0,7.9,WestVirginia,December,1
98.0,7.8,WestVirginia,December,1
75.0,9.1,WestVirginia,December,1
102.0,7.9,WestVirginia,December,1
158.0,8.4,WestVirginia,December,1
89.0,8.1,WestVirginia,December,1
118.0,8.8,WestVirginia,December,1
102.0,8.7,WestVirginia,December,1
70.0,8.2,WestVirginia,December,1
79.0,7.8,WestVirginia,December,1
186.0,7.9,WestVirginia,December,1
99.0,7.1,WestVirginia,December,1
92.0,8.8,WestVirginia,December,1
75.0,8.4,WestVirginia,December,1
151.0,8.5,WestVirginia,December,1
133.0,9.5,WestVirginia,December,1
236.0,8.4,WestVirginia,December,1
137.0,8.3,WestVirginia,December,1
113.0,8.5,WestVirginia,December,1
164.0,9.1,WestVirginia,December,1
93.0,8.8,WestVirginia,December,1
151.0,8.2,WestVirginia,December,1
93.0,8.1,WestVirginia,December,1
112.0,8.2,WestVirginia,December,1
116.0,8.4,WestVirginia,December,1
103.0,7.9,WestVirginia,December,1
98.0,7.8,WestVirginia,December,1
75.0,9.1,WestVirginia,December,1
102.0,7.9,WestVirginia,December,1
158.0,8.4,WestVirginia,December,1
89.0,8.1,WestVirginia,December,1
118.0,8.8,WestVirginia,December,1
102.0,8.7,WestVirginia,December,1
70.0,8.2,WestVirginia,December,1
79.0,7.8,WestVirginia,December,1
186.0,7.9,WestVirginia,December,1
99.0,7.1,WestVirginia,December,1
92.0,8.8,WestVirginia,December,1
75.0,8.4,WestVirginia,December,1
151.0,8.5,WestVirginia,December,1
133.0,9.5,WestVirginia,December,1
236.0,8.4,WestVirginia,December,1
137.0,8.3,WestVirginia,December,1
113.0,8.5,WestVirginia,December,1
164.0,9.1,WestVirginia,December,1
93.0,8.8,WestVirginia,December,1
151.0,8.2,WestVirginia,December,1
93.0,8.1,WestVirginia,December,1
112.0,8.2,WestVirginia,December,1
116.0,8.4,WestVirginia,December,1
103.0,7.9,WestVirginia,December,1
98.0,7.8,WestVirginia,December,1
75.0,9.1,WestVirginia,December,1
102.0,7.9,WestVirginia,December,1
158.0,8.4,WestVirginia,December,1
89.0,8.1,WestVirginia,December,1
118.0,8.8,WestVirginia,December,1
102.0,8.7,WestVirginia,December,1
70.0,8.2,WestVirginia,December,1
79.0,7.8,WestVirginia,December,1
186.0,7.9,WestVirginia,December,1
99.0,7.1,WestVirginia,December,1
92.0,8.8,WestVirginia,December,1
75.0,8.4,WestVirginia,December,1
151.0,8.5,WestVirginia,December,1
133.0,9.5,WestVirginia,December,1
236.0,8.4,WestVirginia,December,1
137.0,8.3,WestVirginia,December,1
113.0,8.5,WestVirginia,December,1
164.0,9.1,WestVirginia,December,1
93.0,8.8,WestVirginia,December,1
151.0,8.2,WestVirginia,December,1
93.0,8.1,WestVirginia,December,1
112.0,8.2,WestVirginia,December,1
116.0,8.4,WestVirginia,December,1
103.0,7.9,WestVirginia,December,1
110.0,7.9,Tennessee,January,0
50.0,8.8,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
82.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
82.0,8.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
80.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
72.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
84.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
110.0,7.9,Tennessee,January,0
50.0,8.8,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
82.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
82.0,8.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
80.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
72.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
84.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
110.0,7.9,Tennessee,January,0
50.0,8.8,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
82.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
82.0,8.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
80.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
72.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
84.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
110.0,7.9,Tennessee,January,0
50.0,8.8,Tennessee,January,0
78.0,8.1,Tennessee,January,0
56.0,7.0,Tennessee,January,0
82.0,8.2,Tennessee,January,0
86.0,7.7,Tennessee,January,0
82.0,8.7,Tennessee,January,0
45.0,8.6,Tennessee,January,0
91.0,8.9,Tennessee,January,0
65.0,7.6,Tennessee,January,0
90.0,7.9,Tennessee,January,0
80.0,7.1,Tennessee,January,0
56.0,5.7,Tennessee,January,0
80.0,7.8,Tennessee,January,0
58.0,8.5,Tennessee,January,0
82.0,6.1,Tennessee,January,0
67.0,8.3,Tennessee,January,0
72.0,9.0,Tennessee,January,0
44.0,8.2,Tennessee,January,0
152.0,9.6,Tennessee,January,0
142.0,8.9,Tennessee,January,0
84.0,7.7,Tennessee,January,0
126.0,8.6,Tennessee,January,0
84.0,7.9,Tennessee,January,0
75.0,7.8,Tennessee,January,0
62.0,5.1,Tennessee,January,0
135.0,8.8,NorthDakota,January,0
108.0,8.6,NorthDakota,January,0
94.0,8.2,NorthDakota,January,0
87.0,8.3,NorthDakota,January,0
74.0,7.9,NorthDakota,January,0
123.0,8.5,NorthDakota,January,0
186.0,8.6,NorthDakota,January,0
90.0,7.4,NorthDakota,January,0
112.0,7.6,NorthDakota,January,0
92.0,7.3,NorthDakota,January,0
78.0,7.2,NorthDakota,January,0
98.0,8.0,NorthDakota,January,0
71.0,8.1,NorthDakota,January,0
61.0,8.0,NorthDakota,January,0
77.0,8.1,NorthDakota,January,0
88.0,7.3,NorthDakota,January,0
97.0,9.2,NorthDakota,January,0
179.0,8.4,NorthDakota,January,0
100.0,8.5,NorthDakota,January,0
97.0,8.8,NorthDakota,January,0
93.0,8.2,NorthDakota,January,0
126.0,8.4,NorthDakota,January,0
127.0,7.0,NorthDakota,January,0
169.0,8.4,NorthDakota,January,0
76.0,6.8,NorthDakota,January,0
